arm,game,idx,iteration,parents,depth,train_score,is_ship,on_ship_lineage,status,err_rate,split,code_chars,code_lines,sloc,ast_nodes,n_frames,n_unique_outputs,set_ratio,decoy_collapse,mean_raw_chars,mean_out_chars,dl_ratio,diversity_bytes,raw_gzip_bytes,norm_diversity,info_extraction_ratio,lzma_ratio,twopart_ratio,pf_dl_gz_ratio,code_gzip_bytes,out_vocab,n_transitions,static_rate,change_ratio
Plain,logic_gates,5,7,4,3,0.15059074573225517,0,0,ok,0.0,test,2267,72,57,461,13,13,1.0,,5247.7692307692305,1133.7692307692307,0.21604784450535758,1043,990,1.0535353535353535,1.8146704379591632,0.8582677165354331,2.019191919191919,6.940477226907702,956,13,50,0.0,0.12331647684648434
Plain,logic_gates,5,7,4,3,0.15059074573225517,0,0,ok,0.0,train,2267,72,57,461,13,13,1.0,0.0,5247.7692307692305,1133.7692307692307,0.21604784450535758,1043,990,1.0535353535353535,1.8146704379591632,0.8582677165354331,2.019191919191919,6.940477226907702,956,13,60,0.0,0.11425271090499897
Plain,logic_gates,6,8,3,3,0.22419731099987167,0,1,ok,0.0,test,2422,68,51,374,13,13,1.0,,5247.7692307692305,1124.7692307692307,0.21433283006698817,1012,990,1.0222222222222221,1.7732026257716962,0.8622047244094488,2.1333333333333333,6.885355478048582,1100,13,50,0.0,0.12331647684648434
Plain,logic_gates,6,8,3,3,0.22419731099987167,0,1,ok,0.0,train,2422,68,51,374,13,13,1.0,0.0,5247.7692307692305,1124.7692307692307,0.21433283006698817,1012,990,1.0222222222222221,1.7732026257716962,0.8622047244094488,2.1333333333333333,6.885355478048582,1100,13,60,0.0,0.11425271090499897
Plain,logic_gates,7,9,3,3,0.20336157104351174,0,0,ok,0.0,test,3108,112,84,606,13,13,1.0,,5247.7692307692305,931.6153846153846,0.17752598173582915,791,990,0.798989898989899,1.649997020822466,0.6377952755905512,2.1434343434343432,5.701185884121694,1331,10,50,0.0,0.1258436086294301
Plain,logic_gates,7,9,3,3,0.20336157104351174,0,0,ok,0.0,train,3108,112,84,606,13,13,1.0,0.0,5247.7692307692305,931.6153846153846,0.17752598173582915,791,990,0.798989898989899,1.649997020822466,0.6377952755905512,2.1434343434343432,5.701185884121694,1331,10,60,0.0,0.11502790470344859
Plain,logic_gates,8,10,7,4,0.15336157104351175,0,0,ok,0.0,test,5362,173,133,998,13,13,1.0,,5247.7692307692305,340.46153846153845,0.06487738379677813,773,990,0.7808080808080808,1.1308550230570802,0.8110236220472441,2.78989898989899,2.0867046971163017,1989,23,50,0.0,0.23052542681124827
Plain,logic_gates,8,10,7,4,0.15336157104351175,0,0,ok,0.0,train,5362,173,133,998,13,13,1.0,0.0,5247.7692307692305,340.46153846153845,0.06487738379677813,773,990,0.7808080808080808,1.1308550230570802,0.8110236220472441,2.78989898989899,2.0867046971163017,1989,23,60,0.0,0.21237638955193341
Plain,logic_gates,9,11,2,2,0.1350349762546528,0,0,ok,0.0,test,4120,112,89,816,13,13,1.0,,5247.7692307692305,456.61538461538464,0.0870113308218877,435,990,0.4393939393939394,1.1409349879963195,0.4330708661417323,1.9777777777777779,2.788825656807304,1523,13,50,0.0,0.12331647684648434
Plain,logic_gates,9,11,2,2,0.1350349762546528,0,0,ok,0.0,train,4120,112,89,816,13,13,1.0,0.0,5247.7692307692305,456.61538461538464,0.0870113308218877,435,990,0.4393939393939394,1.1409349879963195,0.4330708661417323,1.9777777777777779,2.788825656807304,1523,13,60,0.0,0.11425271090499897
Plain,logic_gates,10,12,4,3,0.11668591965087921,0,0,ok,0.0,test,3245,98,78,727,13,9,0.6923076923076923,,5247.7692307692305,1400.3076923076924,0.26683865671860574,556,990,0.5616161616161616,2.0346316638331734,0.4921259842519685,1.7676767676767677,8.576707472131343,1194,9,50,0.26,0.10654228329809724
Plain,logic_gates,10,12,4,3,0.11668591965087921,0,0,ok,0.0,train,3245,98,78,727,13,9,0.6923076923076923,0.5833333333333334,5247.7692307692305,1400.3076923076924,0.26683865671860574,556,990,0.5616161616161616,2.0346316638331734,0.4921259842519685,1.7676767676767677,8.576707472131343,1194,9,60,0.25,0.09812367864693446
Plain,logic_gates,11,13,8,5,0.09726768065716854,0,0,ok,0.0,test,3256,101,84,503,13,13,1.0,,5247.7692307692305,601.0,0.1145248530511133,443,990,0.44747474747474747,0.6450846688995563,0.3937007874015748,1.7525252525252526,3.680907896036791,1292,15,50,0.0,0.12331647684648434
Plain,logic_gates,11,13,8,5,0.09726768065716854,0,0,ok,0.0,train,3256,101,84,503,13,13,1.0,0.0,5247.7692307692305,601.0,0.1145248530511133,443,990,0.44747474747474747,0.6450846688995563,0.3937007874015748,1.7525252525252526,3.680907896036791,1292,15,60,0.0,0.11425271090499897
Plain,logic_gates,12,14,5,4,0.1000385059684251,0,0,ok,0.0,test,3395,119,102,617,13,13,1.0,,5247.7692307692305,608.0,0.11585875316984506,436,990,0.4404040404040404,0.6022610679005859,0.38188976377952755,1.7626262626262625,3.723780367371662,1309,42,50,0.0,0.347458256609607
Plain,logic_gates,12,14,5,4,0.1000385059684251,0,0,ok,0.0,train,3395,119,102,617,13,13,1.0,0.0,5247.7692307692305,608.0,0.11585875316984506,436,990,0.4404040404040404,0.6022610679005859,0.38188976377952755,1.7626262626262625,3.723780367371662,1309,42,60,0.0,0.3446047354641691
Plain,logic_gates,13,15,6,4,0.16724457707611345,0,0,ok,0.0,test,5695,148,117,1068,13,13,1.0,,5247.7692307692305,1052.7692307692307,0.20061271456003282,852,990,0.8606060606060606,1.770807346009081,0.6929133858267716,2.890909090909091,6.444381487175622,2010,165,50,0.0,1.2252558139534884
Plain,logic_gates,13,15,6,4,0.16724457707611345,0,0,ok,0.0,train,5695,148,117,1068,13,13,1.0,0.0,5247.7692307692305,1052.7692307692307,0.20061271456003282,852,990,0.8606060606060606,1.770807346009081,0.6929133858267716,2.890909090909091,6.444381487175622,2010,165,60,0.0,1.2180232558139534
Plain,logic_gates,14,17,6,4,0.27919634835066104,0,0,ok,0.0,test,3391,99,71,557,13,5,0.38461538461538464,,5247.7692307692305,61.38461538461539,0.011697277964263205,126,990,0.12727272727272726,0.39710045324879223,0.1732283464566929,1.5545454545454545,0.3763492816892562,1413,5,50,0.44,0.09836046511627906
Plain,logic_gates,14,17,6,4,0.27919634835066104,0,0,ok,0.0,train,3391,99,71,557,13,5,0.38461538461538464,0.75,5247.7692307692305,61.38461538461539,0.011697277964263205,126,990,0.12727272727272726,0.39710045324879223,0.1732283464566929,1.5545454545454545,0.3763492816892562,1413,5,60,0.4666666666666667,0.08827519379844961
Plain,logic_gates,15,18,12,5,0.15975564754203567,0,0,ok,0.0,test,3550,120,102,620,13,13,1.0,,5247.7692307692305,608.0,0.11585875316984506,437,990,0.4414141414141414,0.6022610679005859,0.38188976377952755,1.8131313131313131,3.723780367371662,1358,42,50,0.0,0.347458256609607
Plain,logic_gates,15,18,12,5,0.15975564754203567,0,0,ok,0.0,train,3550,120,102,620,13,13,1.0,0.0,5247.7692307692305,608.0,0.11585875316984506,437,990,0.4414141414141414,0.6022610679005859,0.38188976377952755,1.8131313131313131,3.723780367371662,1358,42,60,0.0,0.3446047354641691
Plain,logic_gates,16,19,8,5,0.10281574894108587,0,0,ok,0.0,test,5068,160,117,831,13,13,1.0,,5247.7692307692305,741.0,0.14120285542574867,744,990,0.7515151515151515,1.5432263937160682,0.5275590551181102,2.8363636363636364,4.538357322734213,2064,156,50,0.0,1.0653682170542635
Plain,logic_gates,16,19,8,5,0.10281574894108587,0,0,ok,0.0,train,5068,160,117,831,13,13,1.0,0.0,5247.7692307692305,741.0,0.14120285542574867,744,990,0.7515151515151515,1.5432263937160682,0.5275590551181102,2.8363636363636364,4.538357322734213,2064,156,60,0.0,1.045639534883721
Plain,logic_gates,17,20,6,4,0.2847700872801951,1,1,ok,0.0,test,2422,68,51,374,13,13,1.0,,5247.7692307692305,1124.7692307692307,0.21433283006698817,1012,990,1.0222222222222221,1.7732026257716962,0.8622047244094488,2.1333333333333333,6.885355478048582,1100,13,50,0.0,0.12331647684648434
Plain,logic_gates,17,20,6,4,0.2847700872801951,1,1,ok,0.0,train,2422,68,51,374,13,13,1.0,0.0,5247.7692307692305,1124.7692307692307,0.21433283006698817,1012,990,1.0222222222222221,1.7732026257716962,0.8622047244094488,2.1333333333333333,6.885355478048582,1100,13,60,0.0,0.11425271090499897
Plain,logic_gates,18,21,4,3,0.05419474393530997,0,0,ok,0.0,test,3635,126,105,692,13,13,1.0,,5247.7692307692305,355.0,0.06764779173568257,383,990,0.38686868686868686,0.6214086239085012,0.3543307086614173,1.8323232323232324,2.174246760554178,1431,13,50,0.0,0.12331647684648434
Plain,logic_gates,18,21,4,3,0.05419474393530997,0,0,ok,0.0,train,3635,126,105,692,13,13,1.0,0.0,5247.7692307692305,355.0,0.06764779173568257,383,990,0.38686868686868686,0.6214086239085012,0.3543307086614173,1.8323232323232324,2.174246760554178,1431,13,60,0.0,0.11425271090499897
Plain,logic_gates,19,22,14,5,0.2361394557823129,0,0,ok,0.0,test,4530,117,85,712,13,5,0.38461538461538464,,5247.7692307692305,96.38461538461539,0.01836677855792205,143,990,0.14444444444444443,0.47954302155294193,0.1889763779527559,1.894949494949495,0.5907116383636117,1733,5,50,0.44,0.09836046511627906
Plain,logic_gates,19,22,14,5,0.2361394557823129,0,0,ok,0.0,train,4530,117,85,712,13,5,0.38461538461538464,0.75,5247.7692307692305,96.38461538461539,0.01836677855792205,143,990,0.14444444444444443,0.47954302155294193,0.1889763779527559,1.894949494949495,0.5907116383636117,1733,5,60,0.4666666666666667,0.08827519379844961
Plain,logic_gates,20,23,10,4,0.008367026055705301,0,0,ok,0.0,test,2834,104,88,576,13,13,1.0,,5247.7692307692305,241.0,0.04592427551633661,359,990,0.36262626262626263,0.5899244944353841,0.3425196850393701,1.5525252525252524,1.476037941671991,1178,13,50,0.0,0.12331647684648434
Plain,logic_gates,20,23,10,4,0.008367026055705301,0,0,ok,0.0,train,2834,104,88,576,13,13,1.0,0.0,5247.7692307692305,241.0,0.04592427551633661,359,990,0.36262626262626263,0.5899244944353841,0.3425196850393701,1.5525252525252524,1.476037941671991,1178,13,60,0.0,0.11425271090499897
Plain,logic_gates,21,24,7,4,0.2222532409190091,0,0,ok,0.0,test,3108,112,84,606,13,13,1.0,,5247.7692307692305,931.6153846153846,0.17752598173582915,791,990,0.798989898989899,1.649997020822466,0.6377952755905512,2.1434343434343432,5.701185884121694,1331,10,50,0.0,0.1258436086294301
Plain,logic_gates,21,24,7,4,0.2222532409190091,0,0,ok,0.0,train,3108,112,84,606,13,13,1.0,0.0,5247.7692307692305,931.6153846153846,0.17752598173582915,791,990,0.798989898989899,1.649997020822466,0.6377952755905512,2.1434343434343432,5.701185884121694,1331,10,60,0.0,0.11502790470344859
Plain,logic_gates,22,25,17,5,0.24864346682069052,0,0,ok,0.0,test,4825,135,107,1012,13,13,1.0,,5247.7692307692305,942.6153846153846,0.17962211049383622,793,990,0.8010101010101011,1.6479320114855562,0.6338582677165354,2.4060606060606062,5.768556910505063,1589,11,50,0.0,0.1258436086294301
Plain,logic_gates,22,25,17,5,0.24864346682069052,0,0,ok,0.0,train,4825,135,107,1012,13,13,1.0,0.0,5247.7692307692305,942.6153846153846,0.17962211049383622,793,990,0.8010101010101011,1.6479320114855562,0.6338582677165354,2.4060606060606062,5.768556910505063,1589,11,60,0.0,0.11502790470344859
Plain,logic_gates,23,27,1,2,0.05171126941342575,0,0,ok,0.0,test,2845,82,60,411,13,13,1.0,,5247.7692307692305,545.7692307692307,0.104000234531889,504,990,0.509090909090909,1.5515729500995024,0.5,1.797979797979798,3.3418267028272046,1276,13,50,0.0,0.12331647684648434
Plain,logic_gates,23,27,1,2,0.05171126941342575,0,0,ok,0.0,train,2845,82,60,411,13,13,1.0,0.0,5247.7692307692305,545.7692307692307,0.104000234531889,504,990,0.509090909090909,1.5515729500995024,0.5,1.797979797979798,3.3418267028272046,1276,13,60,0.0,0.11425271090499897
Plain,logic_gates,24,28,19,6,0.23615229110512131,0,0,ok,0.0,test,4530,117,85,712,13,5,0.38461538461538464,,5247.7692307692305,96.38461538461539,0.01836677855792205,143,990,0.14444444444444443,0.47954302155294193,0.1889763779527559,1.894949494949495,0.5907116383636117,1733,5,50,0.44,0.09836046511627906
Plain,logic_gates,24,28,19,6,0.23615229110512131,0,0,ok,0.0,train,4530,117,85,712,13,5,0.38461538461538464,0.75,5247.7692307692305,96.38461538461539,0.01836677855792205,143,990,0.14444444444444443,0.47954302155294193,0.1889763779527559,1.894949494949495,0.5907116383636117,1733,5,60,0.4666666666666667,0.08827519379844961
Plain,logic_gates,25,29,14,5,0.2167019638043897,0,0,ok,0.0,test,2441,80,62,472,13,9,0.6923076923076923,,5247.7692307692305,127.23076923076923,0.02424473402617962,198,990,0.2,0.6424138273537197,0.24015748031496062,1.2333333333333334,0.779509215904379,1023,9,50,0.26,0.10654228329809724
Plain,logic_gates,25,29,14,5,0.2167019638043897,0,0,ok,0.0,train,2441,80,62,472,13,9,0.6923076923076923,0.5833333333333334,5247.7692307692305,127.23076923076923,0.02424473402617962,198,990,0.2,0.6424138273537197,0.24015748031496062,1.2333333333333334,0.779509215904379,1023,9,60,0.25,0.09812367864693446
Plain,logic_gates,26,30,19,6,0.2069944487228854,0,0,ok,0.0,test,2362,72,53,475,13,13,1.0,,5247.7692307692305,1133.7692307692307,0.21604784450535758,1043,990,1.0535353535353535,1.8146704379591632,0.8582677165354331,2.0454545454545454,6.940477226907702,982,13,50,0.0,0.12331647684648434
Plain,logic_gates,26,30,19,6,0.2069944487228854,0,0,ok,0.0,train,2362,72,53,475,13,13,1.0,0.0,5247.7692307692305,1133.7692307692307,0.21604784450535758,1043,990,1.0535353535353535,1.8146704379591632,0.8582677165354331,2.0454545454545454,6.940477226907702,982,13,60,0.0,0.11425271090499897
Plain,logic_gates,27,33,9,3,0.0,0,0,syntax,1.0,test,6562,189,141,-1,13,1,0.07692307692307693,,5247.7692307692305,0.0,0.0,23,990,0.023232323232323233,0.12249277524248889,0.06692913385826772,2.3797979797979796,0.0,2333,0,50,1.0,0.0
Plain,logic_gates,27,33,9,3,0.0,0,0,syntax,1.0,train,6562,189,141,-1,13,1,0.07692307692307693,1.0,5247.7692307692305,0.0,0.0,23,990,0.023232323232323233,0.12249277524248889,0.06692913385826772,2.3797979797979796,0.0,2333,0,60,1.0,0.0
Plain,logic_gates,28,34,19,6,0.20197936721858553,0,0,ok,0.0,test,4151,122,92,785,13,13,1.0,,5247.7692307692305,101.0,0.019246273141701235,194,990,0.19595959595959597,0.49534105126940636,0.2283464566929134,1.8636363636363635,0.6186458171229476,1651,13,50,0.0,0.12331647684648434
Plain,logic_gates,28,34,19,6,0.20197936721858553,0,0,ok,0.0,train,4151,122,92,785,13,13,1.0,0.0,5247.7692307692305,101.0,0.019246273141701235,194,990,0.19595959595959597,0.49534105126940636,0.2283464566929134,1.8636363636363635,0.6186458171229476,1651,13,60,0.0,0.11425271090499897
Plain,logic_gates,29,35,22,6,0.2367173661917597,0,0,ok,0.0,test,3484,98,77,684,13,13,1.0,,5247.7692307692305,1144.7692307692307,0.21814397326336465,1058,990,1.0686868686868687,1.893841395096568,0.8779527559055118,2.3181818181818183,7.007848253291072,1237,16,50,0.0,0.12331647684648434
Plain,logic_gates,29,35,22,6,0.2367173661917597,0,0,ok,0.0,train,3484,98,77,684,13,13,1.0,0.0,5247.7692307692305,1144.7692307692307,0.21814397326336465,1058,990,1.0686868686868687,1.893841395096568,0.8779527559055118,2.3181818181818183,7.007848253291072,1237,16,60,0.0,0.11425271090499897
Plain,n2ntd,0,,,0,0.0,0,1,collapsed,0.0,test,1109,36,29,164,91,1,0.01098901098901099,,1355.2747252747254,0.0,0.0,24,1732,0.013856812933025405,0.20762777083104642,0.045454545454545456,0.32505773672055427,0.0,539,0,50,1.0,0.0
Plain,n2ntd,0,,,0,0.0,0,1,collapsed,0.0,train,1109,36,29,164,103,1,0.009708737864077669,1.0,1356.7961165048544,0.0,0.0,24,2013,0.011922503725782414,0.2130350538891602,0.03917050691244239,0.2796820665673125,0.0,539,0,60,1.0,0.0
Plain,n2ntd,1,1,0,1,0.4333830104321908,0,0,ok,0.0,test,4047,110,84,589,91,90,0.989010989010989,,1355.2747252747254,254.17582417582418,0.18754560934079298,743,1732,0.4289838337182448,1.313698697271746,0.48663101604278075,1.3596997690531178,2.633615986476335,1612,76,50,0.0,0.6259999999999999
Plain,n2ntd,1,1,0,1,0.4333830104321908,0,0,ok,0.0,train,4047,110,84,589,103,99,0.9611650485436893,0.08333333333333333,1356.7961165048544,242.85436893203882,0.17899105545617172,815,2013,0.4048683556880278,1.297596280301849,0.4470046082949309,1.2056631892697467,2.561188797857843,1612,74,60,0.03333333333333333,0.7005555555555555
Plain,n2ntd,2,3,0,1,0.23342026825633383,0,1,ok,0.0,test,3517,101,75,587,91,91,1.0,,1355.2747252747254,283.5164835164835,0.20919484310386766,852,1732,0.49191685912240185,1.4206859519199553,0.5935828877005348,1.28810623556582,2.9376420672522965,1379,94,50,0.0,0.37
Plain,n2ntd,2,3,0,1,0.23342026825633383,0,1,ok,0.0,train,3517,101,75,587,103,103,1.0,0.0,1356.7961165048544,271.18446601941747,0.19987119856887298,916,2013,0.4550422255340288,1.4104352742506368,0.532258064516129,1.1400894187779433,2.8604584591029063,1379,106,60,0.0,0.5311111111111111
Plain,n2ntd,3,4,2,2,0.6945106805762543,0,1,ok,0.0,test,3517,101,75,587,91,91,1.0,,1355.2747252747254,283.5164835164835,0.20919484310386766,852,1732,0.49191685912240185,1.4206859519199553,0.5935828877005348,1.28810623556582,2.9376420672522965,1379,94,50,0.0,0.37
Plain,n2ntd,3,4,2,2,0.6945106805762543,0,1,ok,0.0,train,3517,101,75,587,103,103,1.0,0.0,1356.7961165048544,271.18446601941747,0.19987119856887298,916,2013,0.4550422255340288,1.4104352742506368,0.532258064516129,1.1400894187779433,2.8604584591029063,1379,106,60,0.0,0.5311111111111111
Plain,n2ntd,4,5,2,2,0.36672876304023844,0,0,ok,0.0,test,5964,164,137,1171,91,91,1.0,,1355.2747252747254,190.1868131868132,0.1403308197518852,754,1732,0.4353348729792148,1.3028826862695262,0.5213903743315508,1.5583140877598152,1.9698227275152833,1945,95,50,0.0,0.37
Plain,n2ntd,4,5,2,2,0.36672876304023844,0,0,ok,0.0,train,5964,164,137,1171,103,103,1.0,0.0,1356.7961165048544,180.96116504854368,0.13337388193202146,835,2013,0.4148037754595132,1.2820711441966308,0.4769585253456221,1.3810233482364629,1.9062703254553481,1945,107,60,0.0,0.5311111111111111
Plain,n2ntd,5,6,1,2,0.43335817188276204,0,0,ok,0.0,test,6142,165,136,1241,91,91,1.0,,1355.2747252747254,259.4835164835165,0.19146193140355144,802,1732,0.4630484988452656,1.3594661263683072,0.5080213903743316,1.5831408775981524,2.6886439845183765,1940,78,50,0.0,0.65
Plain,n2ntd,5,6,1,2,0.43335817188276204,0,0,ok,0.0,train,6142,165,136,1241,103,103,1.0,0.0,1356.7961165048544,248.3009708737864,0.18300536672629697,863,2013,0.42871336313959263,1.3503260782211237,0.45852534562211983,1.3924490809736711,2.619262785086543,1940,79,60,0.0,0.7872222222222223
Plain,n2ntd,6,7,3,3,0.7514623695976155,0,1,ok,0.0,test,7617,215,179,1520,91,91,1.0,,1355.2747252747254,147.26373626373626,0.10865969350522986,682,1732,0.39376443418013857,1.2172992487620886,0.4572192513368984,1.783487297921478,1.5216466559053206,2407,60,50,0.0,0.6953333333333334
Plain,n2ntd,6,7,3,3,0.7514623695976155,0,1,ok,0.0,train,7617,215,179,1520,103,103,1.0,0.0,1356.7961165048544,144.96116504854368,0.10684078711985688,770,2013,0.3825136612021858,1.2255891401601748,0.4377880184331797,1.578241430700447,1.5305205379319553,2407,69,60,0.0,0.7816666666666666
Plain,n2ntd,7,8,4,3,0.6173087431693989,0,0,ok,0.0,test,5964,164,137,1171,91,91,1.0,,1355.2747252747254,190.1868131868132,0.1403308197518852,754,1732,0.4353348729792148,1.3028826862695262,0.5213903743315508,1.5583140877598152,1.9698227275152833,1945,95,50,0.0,0.37
Plain,n2ntd,7,8,4,3,0.6173087431693989,0,0,ok,0.0,train,5964,164,137,1171,103,103,1.0,0.0,1356.7961165048544,180.96116504854368,0.13337388193202146,835,2013,0.4148037754595132,1.2820711441966308,0.4769585253456221,1.3810233482364629,1.9062703254553481,1945,107,60,0.0,0.5311111111111111
Plain,n2ntd,8,9,5,3,0.37004719324391455,0,0,ok,0.0,test,6124,163,138,1270,91,91,1.0,,1355.2747252747254,266.4835164835165,0.19662693586313143,812,1732,0.46882217090069284,1.423882877035983,0.516042780748663,1.5848729792147807,2.761313704309243,1933,79,50,0.0,0.65
Plain,n2ntd,8,9,5,3,0.37004719324391455,0,0,ok,0.0,train,6124,163,138,1270,103,103,1.0,0.0,1356.7961165048544,255.3009708737864,0.18816457960644006,876,2013,0.43517138599105815,1.4113333582259326,0.46543778801843316,1.3954297069051167,2.693825053947749,1933,80,60,0.0,0.7872222222222223
Plain,n2ntd,9,10,7,4,0.6348205414803776,0,0,ok,0.0,test,6625,206,179,1218,91,91,1.0,,1355.2747252747254,202.1868131868132,0.14918511311116517,779,1732,0.4497690531177829,1.4132906006956938,0.5320855614973262,1.7534642032332564,2.0943993900139115,2258,96,50,0.0,0.37
Plain,n2ntd,9,10,7,4,0.6348205414803776,0,0,ok,0.0,train,6625,206,179,1218,103,103,1.0,0.0,1356.7961165048544,192.96116504854368,0.14221824686940965,855,2013,0.4247391952309985,1.401091943916908,0.48847926267281105,1.546448087431694,2.034091357788844,2258,108,60,0.0,0.5311111111111111
Plain,n2ntd,10,13,3,3,0.7145206159960258,0,0,ok,0.0,test,3408,99,75,583,91,91,1.0,,1355.2747252747254,291.5164835164835,0.21509770534338762,856,1732,0.4942263279445728,1.4824275951585748,0.6016042780748663,1.2777136258660509,3.0206931755847144,1357,95,50,0.0,0.37
Plain,n2ntd,10,13,3,3,0.7145206159960258,0,0,ok,0.0,train,3408,99,75,583,103,103,1.0,0.0,1356.7961165048544,279.18446601941747,0.2057674418604651,926,2013,0.4600099354197715,1.4730990541179407,0.5368663594470046,1.1341281669150522,2.945672480658571,1357,107,60,0.0,0.5311111111111111
Plain,n2ntd,11,14,4,3,0.43337059115747645,0,0,ok,0.0,test,6717,191,157,1242,91,91,1.0,,1355.2747252747254,210.16483516483515,0.15507175869618095,881,1732,0.5086605080831409,1.4266317536045374,0.5882352941176471,1.8019630484988454,2.1771949399512365,2240,99,50,0.0,0.386
Plain,n2ntd,11,14,4,3,0.43337059115747645,0,0,ok,0.0,train,6717,191,157,1242,103,103,1.0,0.0,1356.7961165048544,198.66990291262135,0.1464257602862254,957,2013,0.47540983606557374,1.4032995251780527,0.5345622119815668,1.5881768504719325,2.0910869810572548,2240,113,60,0.0,0.5755555555555555
Plain,n2ntd,12,15,9,5,0.7200844510680576,0,0,ok,0.0,test,6359,203,178,1210,91,91,1.0,,1355.2747252747254,202.1868131868132,0.14918511311116517,779,1732,0.4497690531177829,1.4132906006956938,0.5320855614973262,1.6818706697459584,2.0943993900139115,2134,96,50,0.0,0.37
Plain,n2ntd,12,15,9,5,0.7200844510680576,0,0,ok,0.0,train,6359,203,178,1210,103,103,1.0,0.0,1356.7961165048544,192.96116504854368,0.14221824686940965,855,2013,0.4247391952309985,1.401091943916908,0.48847926267281105,1.4848484848484849,2.034091357788844,2134,108,60,0.0,0.5311111111111111
Plain,n2ntd,13,16,10,4,0.700037257824143,0,0,ok,0.0,test,3408,99,75,583,91,91,1.0,,1355.2747252747254,291.5164835164835,0.21509770534338762,856,1732,0.4942263279445728,1.4824275951585748,0.6016042780748663,1.2777136258660509,3.0206931755847144,1357,95,50,0.0,0.37
Plain,n2ntd,13,16,10,4,0.700037257824143,0,0,ok,0.0,train,3408,99,75,583,103,103,1.0,0.0,1356.7961165048544,279.18446601941747,0.2057674418604651,926,2013,0.4600099354197715,1.4730990541179407,0.5368663594470046,1.1341281669150522,2.945672480658571,1357,107,60,0.0,0.5311111111111111
Plain,n2ntd,14,17,12,6,0.0,0,0,syntax,1.0,test,8357,258,230,-1,91,1,0.01098901098901099,,1355.2747252747254,0.0,0.0,24,1732,0.013856812933025405,0.20762777083104642,0.045454545454545456,1.6293302540415704,0.0,2798,0,50,1.0,0.0
Plain,n2ntd,14,17,12,6,0.0,0,0,syntax,1.0,train,8357,258,230,-1,103,1,0.009708737864077669,1.0,1356.7961165048544,0.0,0.0,24,2013,0.011922503725782414,0.2130350538891602,0.03917050691244239,1.4018877297565822,0.0,2798,0,60,1.0,0.0
Plain,n2ntd,15,18,6,4,0.7389841033283656,0,1,ok,0.0,test,3555,95,71,633,91,91,1.0,,1355.2747252747254,126.75824175824175,0.09352955485283385,673,1732,0.38856812933025403,1.1541104216425937,0.45989304812834225,1.1651270207852193,1.313172864442112,1345,79,50,0.0,1.02
Plain,n2ntd,15,18,6,4,0.7389841033283656,0,1,ok,0.0,train,3555,95,71,633,103,103,1.0,0.0,1356.7961165048544,121.48543689320388,0.08953846153846154,742,2013,0.36860407352210633,1.1602271588004176,0.423963133640553,1.0367610531544957,1.2810633597353596,1345,83,60,0.0,1.0655555555555556
Plain,n2ntd,16,20,15,5,0.7903471187282664,1,1,ok,0.0,test,3555,95,71,633,91,91,1.0,,1355.2747252747254,126.75824175824175,0.09352955485283385,673,1732,0.38856812933025403,1.1541104216425937,0.45989304812834225,1.1651270207852193,1.313172864442112,1345,79,50,0.0,1.02
Plain,n2ntd,16,20,15,5,0.7903471187282664,1,1,ok,0.0,train,3555,95,71,633,103,103,1.0,0.0,1356.7961165048544,121.48543689320388,0.08953846153846154,742,2013,0.36860407352210633,1.1602271588004176,0.423963133640553,1.0367610531544957,1.2810633597353596,1345,83,60,0.0,1.0655555555555556
Plain,n2ntd,17,21,12,6,0.0,0,0,syntax,1.0,test,8204,251,216,-1,91,1,0.01098901098901099,,1355.2747252747254,0.0,0.0,24,1732,0.013856812933025405,0.20762777083104642,0.045454545454545456,1.4463048498845266,0.0,2481,0,50,1.0,0.0
Plain,n2ntd,17,21,12,6,0.0,0,0,syntax,1.0,train,8204,251,216,-1,103,1,0.009708737864077669,1.0,1356.7961165048544,0.0,0.0,24,2013,0.011922503725782414,0.2130350538891602,0.03917050691244239,1.2444113263785395,0.0,2481,0,60,1.0,0.0
Plain,n2ntd,18,22,16,6,0.0,0,0,syntax,1.0,test,5363,128,93,-1,91,1,0.01098901098901099,,1355.2747252747254,0.0,0.0,24,1732,0.013856812933025405,0.20762777083104642,0.045454545454545456,1.1466512702078522,0.0,1962,0,50,1.0,0.0
Plain,n2ntd,18,22,16,6,0.0,0,0,syntax,1.0,train,5363,128,93,-1,103,1,0.009708737864077669,1.0,1356.7961165048544,0.0,0.0,24,2013,0.011922503725782414,0.2130350538891602,0.03917050691244239,0.9865871833084948,0.0,1962,0,60,1.0,0.0
Plain,n2ntd,19,24,5,3,0.7506048186785892,0,0,ok,0.0,test,6142,165,136,1241,91,91,1.0,,1355.2747252747254,259.4835164835165,0.19146193140355144,802,1732,0.4630484988452656,1.3594661263683072,0.5080213903743316,1.5831408775981524,2.6886439845183765,1940,78,50,0.0,0.65
Plain,n2ntd,19,24,5,3,0.7506048186785892,0,0,ok,0.0,train,6142,165,136,1241,103,103,1.0,0.0,1356.7961165048544,248.3009708737864,0.18300536672629697,863,2013,0.42871336313959263,1.3503260782211237,0.45852534562211983,1.3924490809736711,2.619262785086543,1940,79,60,0.0,0.7872222222222223
